student_id,course_id,semester,grade,gpa,pass,Result,department_id,credits
S19146,C214,Summer,B,3.0,1,Distinction,D5,5
S12381,C36,Summer,D,1.0,1,Pass,D14,3
S19933,C142,Spring,F,0.0,0,Fail,D10,4
S10576,C298,Fall,F,0.0,0,Fail,D3,4
S18082,C254,Summer,C,2.0,1,Pass,D13,2
S12085,C173,Spring,C,2.0,1,Pass,D6,4
S17369,C210,Summer,A,4.0,1,Distinction,D7,5
S12384,C119,Summer,A,4.0,1,Distinction,D6,5
S17052,C229,Summer,A,4.0,1,Distinction,D10,3
S18267,C195,Summer,A,4.0,1,Distinction,D19,2
S14260,C91,Spring,A,4.0,1,Distinction,D15,5
S14050,C158,Summer,B,3.0,1,Distinction,D13,3
S18935,C181,Spring,D,1.0,1,Pass,D18,4
S17621,C237,Spring,F,0.0,0,Fail,D14,3
S12090,C189,Summer,C,2.0,1,Pass,D4,5
S18688,C187,Spring,C,2.0,1,Pass,D19,5
S16672,C241,Summer,C,2.0,1,Pass,D11,2
S11992,C277,Summer,C,2.0,1,Pass,D19,3
S19963,C179,Spring,F,0.0,0,Fail,D14,3
S16954,C248,Summer,F,0.0,0,Fail,D4,4
S10340,C17,Summer,F,0.0,0,Fail,D14,5
S12099,C291,Summer,D,1.0,1,Pass,D3,2
S14134,C53,Fall,A,4.0,1,Distinction,D6,3
S19849,C190,Summer,A,4.0,1,Distinction,D5,2
S11091,C90,Spring,B,3.0,1,Distinction,D10,5
S13798,C61,Spring,F,0.0,0,Fail,D6,5
S12550,C22,Spring,C,2.0,1,Pass,D10,3
S11529,C145,Spring,B,3.0,1,Distinction,D19,3
S11924,C206,Spring,B,3.0,1,Distinction,D10,4
S18005,C191,Summer,B,3.0,1,Distinction,D4,3
S16849,C116,Fall,B,3.0,1,Distinction,D11,2
S18819,C43,Fall,C,2.0,1,Pass,D12,5
S19627,C82,Spring,F,0.0,0,Fail,D16,5
S16971,C174,Fall,F,0.0,0,Fail,D1,5
S12184,C13,Summer,A,4.0,1,Distinction,D8,4
S13246,C220,Spring,C,2.0,1,Pass,D13,4
S18284,C218,Spring,A,4.0,1,Distinction,D1,2
S16230,C23,Summer,F,0.0,0,Fail,D6,2
S15649,C187,Summer,C,2.0,1,Pass,D19,5
S17350,C36,Fall,C,2.0,1,Pass,D14,3
S19978,C68,Spring,A,4.0,1,Distinction,D9,4
S13277,C159,Fall,B,3.0,1,Distinction,D17,2
S14286,C291,Summer,F,0.0,0,Fail,D3,2
S15192,C264,Spring,A,4.0,1,Distinction,D8,4
S11481,C65,Fall,C,2.0,1,Pass,D11,2
S19860,C102,Summer,B,3.0,1,Distinction,D5,3
S16872,C146,Fall,D,1.0,1,Pass,D8,4
S11496,C248,Fall,D,1.0,1,Pass,D4,4
S13770,C300,Summer,A,4.0,1,Distinction,D2,3
S13285,C295,Fall,B,3.0,1,Distinction,D10,2
S11853,C272,Summer,F,0.0,0,Fail,D9,5
S14079,C65,Summer,F,0.0,0,Fail,D11,2
S15471,C11,Spring,C,2.0,1,Pass,D7,2
S10971,C13,Fall,C,2.0,1,Pass,D8,4
S12763,C134,Summer,B,3.0,1,Distinction,D8,2
S18822,C189,Summer,C,2.0,1,Pass,D4,5
S14091,C273,Spring,C,2.0,1,Pass,D18,3
S17195,C123,Spring,B,3.0,1,Distinction,D18,2
S13445,C298,Summer,C,2.0,1,Pass,D3,4
S16239,C88,Summer,A,4.0,1,Distinction,D12,2
S13971,C37,Fall,C,2.0,1,Pass,D14,5
S14558,C256,Summer,A,4.0,1,Distinction,D19,4
S17241,C171,Summer,B,3.0,1,Distinction,D2,2
S11161,C38,Fall,A,4.0,1,Distinction,D7,5
S16566,C73,Summer,F,0.0,0,Fail,D8,2
S13662,C265,Spring,D,1.0,1,Pass,D9,2
S18798,C191,Spring,B,3.0,1,Distinction,D4,3
S13618,C129,Spring,D,1.0,1,Pass,D14,3
S12251,C37,Summer,D,1.0,1,Pass,D14,5
S15929,C282,Summer,F,0.0,0,Fail,D3,4
S16533,C276,Fall,C,2.0,1,Pass,D2,3
S17699,C177,Spring,D,1.0,1,Pass,D18,3
S18694,C23,Spring,F,0.0,0,Fail,D6,2
S15969,C224,Fall,D,1.0,1,Pass,D3,4
S18459,C93,Summer,D,1.0,1,Pass,D13,4
S16608,C7,Fall,C,2.0,1,Pass,D6,2
S12801,C44,Fall,C,2.0,1,Pass,D8,4
S15757,C129,Spring,B,3.0,1,Distinction,D14,3
S12548,C231,Fall,C,2.0,1,Pass,D15,3
S13874,C129,Fall,F,0.0,0,Fail,D14,3
S14321,C290,Summer,A,4.0,1,Distinction,D18,3
S10115,C61,Summer,D,1.0,1,Pass,D6,5
S16906,C38,Fall,C,2.0,1,Pass,D7,5
S13390,C203,Fall,A,4.0,1,Distinction,D19,4
S16292,C97,Spring,A,4.0,1,Distinction,D11,5
S11371,C266,Summer,A,4.0,1,Distinction,D9,4
S19113,C297,Spring,D,1.0,1,Pass,D19,4
S11540,C148,Summer,A,4.0,1,Distinction,D20,4
S15459,C103,Spring,A,4.0,1,Distinction,D19,3
S10263,C248,Fall,D,1.0,1,Pass,D4,4
S12468,C250,Summer,B,3.0,1,Distinction,D12,4
S16255,C181,Spring,F,0.0,0,Fail,D18,4
S13366,C79,Spring,F,0.0,0,Fail,D10,2
S19107,C117,Spring,F,0.0,0,Fail,D16,5
S17375,C277,Spring,C,2.0,1,Pass,D19,3
S11925,C67,Fall,F,0.0,0,Fail,D3,3
S12070,C102,Spring,D,1.0,1,Pass,D5,3
S17225,C203,Spring,C,2.0,1,Pass,D19,4
S11034,C96,Spring,A,4.0,1,Distinction,D8,4
S17812,C259,Fall,D,1.0,1,Pass,D19,5
S16616,C39,Fall,D,1.0,1,Pass,D9,4
S16631,C236,Fall,C,2.0,1,Pass,D1,3
S16650,C189,Spring,B,3.0,1,Distinction,D4,5
S17684,C84,Fall,A,4.0,1,Distinction,D8,3
S10658,C128,Summer,A,4.0,1,Distinction,D10,3
S11520,C211,Spring,F,0.0,0,Fail,D20,3
S18373,C9,Summer,C,2.0,1,Pass,D13,4
S15741,C296,Fall,F,0.0,0,Fail,D19,3
S10413,C234,Fall,D,1.0,1,Pass,D14,4
S17463,C115,Spring,C,2.0,1,Pass,D4,2
S11139,C240,Spring,F,0.0,0,Fail,D7,2
S18384,C125,Fall,D,1.0,1,Pass,D11,5
S15983,C216,Fall,D,1.0,1,Pass,D19,5
S14552,C243,Summer,C,2.0,1,Pass,D20,3
S17402,C59,Fall,D,1.0,1,Pass,D3,5
S19329,C31,Fall,A,4.0,1,Distinction,D1,4
S16919,C171,Spring,F,0.0,0,Fail,D2,2
S18912,C221,Spring,B,3.0,1,Distinction,D19,5
S10545,C91,Fall,C,2.0,1,Pass,D15,5
S14008,C48,Summer,F,0.0,0,Fail,D8,3
S15099,C15,Fall,D,1.0,1,Pass,D9,5
S13672,C52,Summer,D,1.0,1,Pass,D12,5
S16217,C51,Spring,C,2.0,1,Pass,D18,2
S10347,C263,Summer,A,4.0,1,Distinction,D8,2
S15023,C206,Fall,B,3.0,1,Distinction,D10,4
S11504,C170,Fall,A,4.0,1,Distinction,D13,4
S12217,C179,Spring,F,0.0,0,Fail,D14,3
S13725,C125,Fall,B,3.0,1,Distinction,D11,5
S16590,C242,Spring,C,2.0,1,Pass,D8,3
S16847,C216,Summer,B,3.0,1,Distinction,D19,5
S18406,C152,Summer,B,3.0,1,Distinction,D4,3
S15928,C183,Spring,C,2.0,1,Pass,D18,4
S12477,C206,Fall,A,4.0,1,Distinction,D10,4
S16583,C206,Summer,C,2.0,1,Pass,D10,4
S18789,C268,Summer,C,2.0,1,Pass,D16,3
S10308,C98,Spring,D,1.0,1,Pass,D7,2
S10126,C49,Summer,A,4.0,1,Distinction,D9,5
S18984,C260,Spring,A,4.0,1,Distinction,D2,5
S17708,C29,Summer,C,2.0,1,Pass,D15,3
S16459,C218,Fall,C,2.0,1,Pass,D1,2
S12782,C12,Spring,A,4.0,1,Distinction,D6,5
S16687,C216,Summer,F,0.0,0,Fail,D19,5
S15999,C87,Summer,B,3.0,1,Distinction,D19,4
S13953,C186,Spring,C,2.0,1,Pass,D9,5
S19944,C172,Fall,B,3.0,1,Distinction,D16,2
S11759,C65,Fall,F,0.0,0,Fail,D11,2
S16695,C187,Spring,B,3.0,1,Distinction,D19,5
S17784,C84,Summer,C,2.0,1,Pass,D8,3
S17758,C77,Fall,B,3.0,1,Distinction,D14,3
S18353,C295,Summer,F,0.0,0,Fail,D10,2
S17704,C153,Spring,C,2.0,1,Pass,D12,3
S14944,C134,Fall,A,4.0,1,Distinction,D8,2
S18902,C74,Fall,C,2.0,1,Pass,D17,3
S10367,C44,Fall,F,0.0,0,Fail,D8,4
S10513,C2,Spring,A,4.0,1,Distinction,D4,5
S15608,C298,Summer,C,2.0,1,Pass,D3,4
S10991,C49,Spring,C,2.0,1,Pass,D9,5
S16249,C54,Fall,F,0.0,0,Fail,D20,2
S13859,C2,Spring,C,2.0,1,Pass,D4,5
S16782,C118,Spring,B,3.0,1,Distinction,D3,3
S12565,C206,Fall,A,4.0,1,Distinction,D10,4
S12689,C238,Summer,A,4.0,1,Distinction,D18,2
S19083,C15,Summer,D,1.0,1,Pass,D9,5
S16090,C148,Fall,B,3.0,1,Distinction,D20,4
S16076,C62,Fall,A,4.0,1,Distinction,D13,5
S18022,C128,Summer,F,0.0,0,Fail,D10,3
S18869,C95,Spring,D,1.0,1,Pass,D11,4
S14392,C44,Fall,A,4.0,1,Distinction,D8,4
S13268,C141,Fall,C,2.0,1,Pass,D5,3
S13401,C24,Summer,B,3.0,1,Distinction,D17,2
S15445,C60,Spring,B,3.0,1,Distinction,D11,2
S11002,C291,Spring,A,4.0,1,Distinction,D3,2
S18407,C83,Spring,D,1.0,1,Pass,D12,5
S17139,C124,Fall,B,3.0,1,Distinction,D8,4
S11046,C39,Fall,F,0.0,0,Fail,D9,4
S11579,C160,Fall,F,0.0,0,Fail,D7,4
S10783,C226,Spring,C,2.0,1,Pass,D6,2
S13004,C30,Summer,C,2.0,1,Pass,D14,4
S15473,C266,Summer,D,1.0,1,Pass,D9,4
S15219,C56,Fall,D,1.0,1,Pass,D8,5
S15483,C102,Spring,D,1.0,1,Pass,D5,3
S18133,C122,Fall,F,0.0,0,Fail,D7,3
S15361,C18,Spring,A,4.0,1,Distinction,D10,2
S11890,C71,Summer,B,3.0,1,Distinction,D6,4
S12573,C126,Spring,A,4.0,1,Distinction,D9,4
S14394,C33,Fall,C,2.0,1,Pass,D9,5
S14612,C69,Summer,F,0.0,0,Fail,D16,5
S12013,C215,Summer,A,4.0,1,Distinction,D19,2
S19802,C276,Fall,D,1.0,1,Pass,D2,3
S13760,C271,Summer,C,2.0,1,Pass,D7,5
S18563,C88,Summer,A,4.0,1,Distinction,D12,2
S10042,C176,Fall,C,2.0,1,Pass,D9,4
S13885,C4,Spring,A,4.0,1,Distinction,D8,4
S18156,C65,Summer,C,2.0,1,Pass,D11,2
S16380,C299,Fall,D,1.0,1,Pass,D1,3
S10559,C181,Summer,B,3.0,1,Distinction,D18,4
S14221,C253,Fall,A,4.0,1,Distinction,D4,4
S14292,C66,Spring,F,0.0,0,Fail,D19,2
S12380,C34,Summer,B,3.0,1,Distinction,D19,2
S11686,C188,Fall,C,2.0,1,Pass,D7,5
S19030,C196,Spring,B,3.0,1,Distinction,D10,2
S10927,C92,Summer,B,3.0,1,Distinction,D9,2
S14304,C271,Fall,A,4.0,1,Distinction,D7,5
S10561,C151,Summer,D,1.0,1,Pass,D14,3
S18056,C146,Fall,F,0.0,0,Fail,D8,4
S10844,C121,Summer,B,3.0,1,Distinction,D14,5
S11371,C102,Summer,D,1.0,1,Pass,D5,3
S17016,C234,Summer,D,1.0,1,Pass,D14,4
S13750,C30,Spring,B,3.0,1,Distinction,D14,4
S15568,C262,Summer,A,4.0,1,Distinction,D7,2
S12300,C179,Fall,C,2.0,1,Pass,D14,3
S13326,C48,Summer,B,3.0,1,Distinction,D8,3
S16815,C283,Fall,C,2.0,1,Pass,D14,3
S16462,C204,Summer,C,2.0,1,Pass,D6,2
S16485,C139,Spring,D,1.0,1,Pass,D13,4
S13004,C35,Spring,F,0.0,0,Fail,D17,4
S14315,C139,Spring,C,2.0,1,Pass,D13,4
S12365,C177,Fall,B,3.0,1,Distinction,D18,3
S16703,C281,Summer,D,1.0,1,Pass,D2,2
S14595,C203,Summer,B,3.0,1,Distinction,D19,4
S13455,C40,Spring,C,2.0,1,Pass,D6,2
S16206,C161,Spring,F,0.0,0,Fail,D15,4
S18717,C194,Spring,D,1.0,1,Pass,D7,2
S16008,C289,Fall,C,2.0,1,Pass,D9,5
S18761,C136,Fall,A,4.0,1,Distinction,D1,2
S10003,C158,Fall,C,2.0,1,Pass,D13,3
S19893,C153,Fall,A,4.0,1,Distinction,D12,3
S15766,C217,Spring,D,1.0,1,Pass,D10,2
S16838,C145,Fall,D,1.0,1,Pass,D19,3
S16170,C121,Spring,C,2.0,1,Pass,D14,5
S13626,C84,Spring,A,4.0,1,Distinction,D8,3
S18685,C201,Fall,F,0.0,0,Fail,D9,3
S19312,C209,Fall,C,2.0,1,Pass,D7,5
S18661,C199,Fall,C,2.0,1,Pass,D6,2
S13496,C132,Spring,C,2.0,1,Pass,D17,5
S12821,C90,Fall,F,0.0,0,Fail,D10,5
S11139,C53,Fall,C,2.0,1,Pass,D6,3
S10965,C53,Spring,B,3.0,1,Distinction,D6,3
S16707,C291,Summer,C,2.0,1,Pass,D3,2
S16685,C268,Spring,F,0.0,0,Fail,D16,3
S14145,C239,Fall,C,2.0,1,Pass,D8,5
S17965,C49,Spring,D,1.0,1,Pass,D9,5
S11217,C57,Spring,D,1.0,1,Pass,D12,5
S19017,C19,Fall,D,1.0,1,Pass,D11,4
S13821,C13,Summer,B,3.0,1,Distinction,D8,4
S13465,C162,Spring,D,1.0,1,Pass,D3,4
S11448,C299,Summer,F,0.0,0,Fail,D1,3
S14723,C210,Fall,B,3.0,1,Distinction,D7,5
S11009,C85,Summer,D,1.0,1,Pass,D8,5
S15410,C218,Spring,C,2.0,1,Pass,D1,2
S18282,C283,Fall,C,2.0,1,Pass,D14,3
S12170,C282,Summer,F,0.0,0,Fail,D3,4
S15672,C209,Fall,D,1.0,1,Pass,D7,5
S19449,C113,Spring,F,0.0,0,Fail,D5,3
S14196,C52,Fall,A,4.0,1,Distinction,D12,5
S13441,C161,Summer,C,2.0,1,Pass,D15,4
S11183,C184,Fall,D,1.0,1,Pass,D5,4
S19093,C246,Summer,F,0.0,0,Fail,D4,5
S10779,C199,Spring,A,4.0,1,Distinction,D6,2
S14219,C37,Summer,D,1.0,1,Pass,D14,5
S14782,C8,Summer,D,1.0,1,Pass,D17,4
S17475,C291,Spring,F,0.0,0,Fail,D3,2
S10935,C205,Summer,B,3.0,1,Distinction,D13,2
S19193,C99,Spring,A,4.0,1,Distinction,D18,4
S18279,C226,Summer,F,0.0,0,Fail,D6,2
S11458,C33,Fall,B,3.0,1,Distinction,D9,5
S13655,C165,Summer,D,1.0,1,Pass,D1,4
S19523,C246,Spring,C,2.0,1,Pass,D4,5
S11518,C156,Spring,A,4.0,1,Distinction,D3,5
S13543,C51,Spring,F,0.0,0,Fail,D18,2
S19427,C203,Spring,F,0.0,0,Fail,D19,4
S14119,C100,Spring,B,3.0,1,Distinction,D19,4
S10203,C178,Spring,F,0.0,0,Fail,D20,2
S10740,C255,Spring,C,2.0,1,Pass,D8,2
S18284,C89,Spring,A,4.0,1,Distinction,D6,2
S18556,C107,Spring,A,4.0,1,Distinction,D5,5
S18524,C255,Fall,B,3.0,1,Distinction,D8,2
S12081,C88,Summer,D,1.0,1,Pass,D12,2
S13011,C182,Spring,B,3.0,1,Distinction,D1,2
S14057,C229,Spring,C,2.0,1,Pass,D10,3
S17345,C281,Spring,C,2.0,1,Pass,D2,2
S16054,C207,Spring,B,3.0,1,Distinction,D12,3
S12575,C185,Summer,C,2.0,1,Pass,D13,3
S12804,C253,Spring,C,2.0,1,Pass,D4,4
S18615,C113,Spring,F,0.0,0,Fail,D5,3
S17295,C108,Summer,C,2.0,1,Pass,D10,4
S10321,C295,Summer,B,3.0,1,Distinction,D10,2
S10501,C214,Fall,B,3.0,1,Distinction,D5,5
S19785,C83,Fall,C,2.0,1,Pass,D12,5
S15729,C218,Summer,D,1.0,1,Pass,D1,2
S18116,C41,Fall,B,3.0,1,Distinction,D2,3
S15158,C281,Summer,A,4.0,1,Distinction,D2,2
S13126,C261,Summer,F,0.0,0,Fail,D3,5
S13825,C94,Fall,A,4.0,1,Distinction,D14,3
S19308,C110,Spring,D,1.0,1,Pass,D13,4
S19816,C86,Summer,C,2.0,1,Pass,D13,5
S12616,C252,Spring,F,0.0,0,Fail,D1,3
S13717,C197,Spring,D,1.0,1,Pass,D15,5
S14587,C44,Spring,B,3.0,1,Distinction,D8,4
S18210,C98,Fall,D,1.0,1,Pass,D7,2
S13460,C174,Spring,B,3.0,1,Distinction,D1,5
S13099,C231,Summer,B,3.0,1,Distinction,D15,3
S12274,C104,Fall,F,0.0,0,Fail,D18,3
S15884,C162,Fall,B,3.0,1,Distinction,D3,4
S15096,C270,Summer,F,0.0,0,Fail,D16,2
S11709,C211,Summer,F,0.0,0,Fail,D20,3
S14697,C190,Summer,B,3.0,1,Distinction,D5,2
S19773,C60,Spring,C,2.0,1,Pass,D11,2
S12656,C94,Summer,F,0.0,0,Fail,D14,3
S18222,C56,Fall,C,2.0,1,Pass,D8,5
S15279,C141,Fall,F,0.0,0,Fail,D5,3
S18800,C144,Summer,B,3.0,1,Distinction,D16,2
S19020,C226,Summer,F,0.0,0,Fail,D6,2
S15835,C223,Fall,A,4.0,1,Distinction,D17,3
S16823,C179,Fall,B,3.0,1,Distinction,D14,3
S15294,C37,Spring,F,0.0,0,Fail,D14,5
S17054,C48,Fall,D,1.0,1,Pass,D8,3
S16405,C3,Fall,C,2.0,1,Pass,D7,5
S10967,C2,Summer,A,4.0,1,Distinction,D4,5
S17520,C179,Summer,A,4.0,1,Distinction,D14,3
S12054,C35,Summer,A,4.0,1,Distinction,D17,4
S11926,C42,Fall,F,0.0,0,Fail,D19,3
S15032,C133,Spring,C,2.0,1,Pass,D14,4
S10612,C21,Summer,A,4.0,1,Distinction,D7,3
S10586,C106,Fall,D,1.0,1,Pass,D8,2
S12142,C225,Fall,A,4.0,1,Distinction,D4,5
S12386,C128,Spring,D,1.0,1,Pass,D10,3
S16121,C209,Summer,A,4.0,1,Distinction,D7,5
S15296,C197,Fall,D,1.0,1,Pass,D15,5
S14959,C150,Spring,C,2.0,1,Pass,D3,5
S10833,C193,Spring,F,0.0,0,Fail,D13,4
S14679,C226,Summer,A,4.0,1,Distinction,D6,2
S17356,C90,Summer,D,1.0,1,Pass,D10,5
S14974,C2,Fall,D,1.0,1,Pass,D4,5
S19327,C92,Spring,D,1.0,1,Pass,D9,2
S17428,C202,Summer,A,4.0,1,Distinction,D5,2
S11946,C149,Spring,B,3.0,1,Distinction,D18,5
S10846,C256,Spring,A,4.0,1,Distinction,D19,4
S19640,C228,Spring,C,2.0,1,Pass,D13,2
S14620,C221,Summer,C,2.0,1,Pass,D19,5
S15346,C175,Fall,C,2.0,1,Pass,D4,5
S14575,C62,Fall,A,4.0,1,Distinction,D13,5
S17029,C97,Fall,B,3.0,1,Distinction,D11,5
S10413,C84,Summer,F,0.0,0,Fail,D8,3
S12994,C137,Spring,D,1.0,1,Pass,D14,2
S10233,C262,Spring,A,4.0,1,Distinction,D7,2
S10174,C127,Spring,B,3.0,1,Distinction,D7,4
S12206,C188,Summer,C,2.0,1,Pass,D7,5
S18936,C47,Spring,B,3.0,1,Distinction,D16,2
S19499,C181,Spring,F,0.0,0,Fail,D18,4
S12240,C73,Spring,F,0.0,0,Fail,D8,2
S15865,C13,Fall,D,1.0,1,Pass,D8,4
S14447,C101,Summer,C,2.0,1,Pass,D14,2
S14901,C276,Fall,C,2.0,1,Pass,D2,3
S12125,C114,Fall,C,2.0,1,Pass,D10,5
S11569,C151,Summer,A,4.0,1,Distinction,D14,3
S13539,C232,Summer,D,1.0,1,Pass,D3,3
S13600,C83,Summer,C,2.0,1,Pass,D12,5
S11530,C232,Spring,F,0.0,0,Fail,D3,3
S14974,C46,Fall,C,2.0,1,Pass,D15,3
S19275,C80,Summer,A,4.0,1,Distinction,D4,2
S17009,C146,Summer,F,0.0,0,Fail,D8,4
S18814,C213,Fall,C,2.0,1,Pass,D15,2
S13880,C32,Spring,C,2.0,1,Pass,D6,5
S10126,C141,Spring,A,4.0,1,Distinction,D5,3
S16379,C168,Summer,D,1.0,1,Pass,D16,3
S14549,C122,Summer,F,0.0,0,Fail,D7,3
S13642,C226,Summer,C,2.0,1,Pass,D6,2
S15896,C300,Spring,B,3.0,1,Distinction,D2,3
S10867,C196,Fall,B,3.0,1,Distinction,D10,2
S16169,C179,Spring,A,4.0,1,Distinction,D14,3
S11892,C172,Fall,F,0.0,0,Fail,D16,2
S11008,C230,Summer,B,3.0,1,Distinction,D19,5
S16656,C58,Fall,F,0.0,0,Fail,D13,5
S12683,C181,Spring,A,4.0,1,Distinction,D18,4
S15382,C18,Fall,C,2.0,1,Pass,D10,2
S13824,C116,Fall,D,1.0,1,Pass,D11,2
S19313,C176,Summer,D,1.0,1,Pass,D9,4
S16156,C164,Summer,D,1.0,1,Pass,D8,2
S16661,C228,Spring,D,1.0,1,Pass,D13,2
S10647,C97,Summer,D,1.0,1,Pass,D11,5
S14639,C38,Spring,F,0.0,0,Fail,D7,5
S13440,C264,Fall,D,1.0,1,Pass,D8,4
S12873,C193,Spring,D,1.0,1,Pass,D13,4
S11893,C59,Fall,A,4.0,1,Distinction,D3,5
S17730,C80,Fall,F,0.0,0,Fail,D4,2
S19073,C157,Summer,C,2.0,1,Pass,D4,3
S14609,C224,Spring,A,4.0,1,Distinction,D3,4
S14431,C141,Summer,F,0.0,0,Fail,D5,3
S19175,C1,Summer,F,0.0,0,Fail,D19,4
S12040,C252,Fall,A,4.0,1,Distinction,D1,3
S15170,C15,Spring,F,0.0,0,Fail,D9,5
S14602,C2,Fall,D,1.0,1,Pass,D4,5
S19406,C1,Fall,C,2.0,1,Pass,D19,4
S17834,C1,Summer,A,4.0,1,Distinction,D19,4
S16742,C2,Spring,C,2.0,1,Pass,D4,5
S17011,C15,Summer,A,4.0,1,Distinction,D9,5
S13574,C147,Summer,A,4.0,1,Distinction,D20,4
S17140,C297,Fall,B,3.0,1,Distinction,D19,4
S11554,C109,Spring,F,0.0,0,Fail,D7,5
S18050,C249,Spring,C,2.0,1,Pass,D6,2
S18017,C281,Spring,A,4.0,1,Distinction,D2,2
S16883,C32,Spring,D,1.0,1,Pass,D6,5
S16279,C113,Spring,A,4.0,1,Distinction,D5,3
S14552,C164,Summer,F,0.0,0,Fail,D8,2
S11769,C176,Spring,A,4.0,1,Distinction,D9,4
S10748,C222,Spring,F,0.0,0,Fail,D9,4
S13197,C80,Spring,F,0.0,0,Fail,D4,2
S14323,C110,Fall,F,0.0,0,Fail,D13,4
S11987,C98,Spring,B,3.0,1,Distinction,D7,2
S16287,C40,Summer,D,1.0,1,Pass,D6,2
S13505,C268,Fall,C,2.0,1,Pass,D16,3
S18042,C232,Spring,D,1.0,1,Pass,D3,3
S16084,C84,Fall,F,0.0,0,Fail,D8,3
S14551,C180,Spring,D,1.0,1,Pass,D16,2
S13464,C155,Summer,B,3.0,1,Distinction,D17,4
S15877,C3,Fall,B,3.0,1,Distinction,D7,5
S12443,C53,Summer,B,3.0,1,Distinction,D6,3
S10120,C5,Spring,C,2.0,1,Pass,D6,5
S18196,C175,Fall,A,4.0,1,Distinction,D4,5
S17243,C152,Summer,D,1.0,1,Pass,D4,3
S12259,C242,Spring,D,1.0,1,Pass,D8,3
S16327,C85,Fall,F,0.0,0,Fail,D8,5
S12106,C249,Spring,A,4.0,1,Distinction,D6,2
S18353,C74,Spring,D,1.0,1,Pass,D17,3
S12115,C184,Spring,A,4.0,1,Distinction,D5,4
S11716,C241,Summer,A,4.0,1,Distinction,D11,2
S19042,C270,Fall,B,3.0,1,Distinction,D16,2
S13831,C289,Summer,F,0.0,0,Fail,D9,5
S19197,C105,Fall,B,3.0,1,Distinction,D11,4
S12069,C132,Fall,B,3.0,1,Distinction,D17,5
S17109,C249,Summer,C,2.0,1,Pass,D6,2
S14660,C134,Summer,B,3.0,1,Distinction,D8,2
S16726,C55,Spring,C,2.0,1,Pass,D16,3
S15960,C133,Spring,C,2.0,1,Pass,D14,4
S16790,C282,Summer,D,1.0,1,Pass,D3,4
S15919,C148,Spring,F,0.0,0,Fail,D20,4
S11174,C78,Summer,D,1.0,1,Pass,D14,4
S19316,C144,Fall,B,3.0,1,Distinction,D16,2
S19339,C144,Fall,D,1.0,1,Pass,D16,2
S19013,C205,Fall,B,3.0,1,Distinction,D13,2
S12776,C204,Spring,B,3.0,1,Distinction,D6,2
S10564,C39,Summer,D,1.0,1,Pass,D9,4
S14880,C64,Spring,C,2.0,1,Pass,D12,5
S10044,C241,Spring,C,2.0,1,Pass,D11,2
S11779,C40,Summer,F,0.0,0,Fail,D6,2
S13992,C218,Spring,A,4.0,1,Distinction,D1,2
S17999,C27,Summer,A,4.0,1,Distinction,D10,4
S18495,C40,Summer,C,2.0,1,Pass,D6,2
S10155,C43,Spring,B,3.0,1,Distinction,D12,5
S16381,C205,Fall,F,0.0,0,Fail,D13,2
S12411,C228,Fall,F,0.0,0,Fail,D13,2
S15673,C10,Fall,D,1.0,1,Pass,D4,4
S19445,C67,Summer,F,0.0,0,Fail,D3,3
S10195,C187,Spring,C,2.0,1,Pass,D19,5
S11118,C81,Fall,B,3.0,1,Distinction,D9,3
S13744,C199,Fall,F,0.0,0,Fail,D6,2
S12228,C226,Summer,C,2.0,1,Pass,D6,2
S19590,C133,Fall,F,0.0,0,Fail,D14,4
S10749,C234,Summer,F,0.0,0,Fail,D14,4
S13221,C195,Fall,D,1.0,1,Pass,D19,2
S16106,C9,Fall,A,4.0,1,Distinction,D13,4
S19081,C85,Fall,B,3.0,1,Distinction,D8,5
S11683,C184,Spring,A,4.0,1,Distinction,D5,4
S12426,C71,Summer,B,3.0,1,Distinction,D6,4
S14709,C114,Summer,B,3.0,1,Distinction,D10,5
S15990,C35,Summer,C,2.0,1,Pass,D17,4
S17875,C275,Fall,A,4.0,1,Distinction,D10,3
S17933,C53,Summer,B,3.0,1,Distinction,D6,3
S17192,C11,Summer,D,1.0,1,Pass,D7,2
S12466,C218,Summer,F,0.0,0,Fail,D1,2
S14161,C22,Fall,A,4.0,1,Distinction,D10,3
S16672,C177,Fall,A,4.0,1,Distinction,D18,3
S13278,C146,Summer,F,0.0,0,Fail,D8,4
S16459,C71,Summer,F,0.0,0,Fail,D6,4
S10444,C181,Fall,C,2.0,1,Pass,D18,4
S16788,C267,Spring,C,2.0,1,Pass,D7,4
S16126,C191,Summer,B,3.0,1,Distinction,D4,3
S18664,C226,Spring,D,1.0,1,Pass,D6,2
S11538,C96,Fall,C,2.0,1,Pass,D8,4
S12912,C221,Summer,A,4.0,1,Distinction,D19,5
S18568,C99,Fall,F,0.0,0,Fail,D18,4
S12203,C194,Summer,B,3.0,1,Distinction,D7,2
S14256,C129,Spring,A,4.0,1,Distinction,D14,3
S11969,C201,Fall,C,2.0,1,Pass,D9,3
S15703,C211,Summer,A,4.0,1,Distinction,D20,3
S16354,C220,Summer,C,2.0,1,Pass,D13,4
S15020,C277,Spring,F,0.0,0,Fail,D19,3
S10742,C5,Summer,A,4.0,1,Distinction,D6,5
S11976,C36,Spring,A,4.0,1,Distinction,D14,3
S11695,C131,Spring,F,0.0,0,Fail,D11,5
S17118,C252,Fall,B,3.0,1,Distinction,D1,3
