student_id,Overall_GPA,Internal_Marks,Attendance_Pct,Attendance_Level,Course_Load,Faculty_Interaction,Courses_Enrolled,Pass_Rate,Academic_Result,Student_Segment,Dropout_Risk,Dropout_Risk_Score,GPA_Tier
S11685,2.3333333333333335,58.33,50.0,Medium (50-75%),9.0,2.0,2.0,0.6666666666666666,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S11686,2.7777777777777777,69.44,100.0,High (>75%),11.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11687,1.6,40.0,66.67,,14.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11688,1.75,43.75,100.0,High (>75%),15.0,4.0,4.0,0.5,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S11689,1.25,31.25,100.0,High (>75%),16.0,6.0,6.0,0.75,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S11690,1.4,35.0,100.0,High (>75%),13.0,4.0,4.0,0.4,Fail,At-Risk Students,High Risk,0.9978,Pass (1-2)
S11691,1.6666666666666667,41.67,60.0,Medium (50-75%),24.0,6.0,6.0,0.8333333333333334,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11692,2.0,50.0,60.0,Medium (50-75%),23.0,6.0,6.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11693,2.5,62.5,66.67,Medium (50-75%),15.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11694,2.0,50.0,66.67,Medium (50-75%),18.0,5.0,5.0,0.6,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11695,0.25,6.25,75.0,High (>75%),21.0,6.0,6.0,0.25,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11696,1.1428571428571428,28.57,0.0,Low (<50%),26.0,8.0,8.0,0.5714285714285714,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S11697,3.3333333333333335,83.33,83.33,High (>75%),14.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S11698,3.3333333333333335,83.33,50.0,Medium (50-75%),23.0,6.0,6.0,1.0,Distinction,Average Performers,Low Risk,0.0,Excellent (3-4)
S11699,2.25,56.25,0.0,Low (<50%),5.0,1.0,1.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S11700,1.25,31.25,57.14,Medium (50-75%),10.0,4.0,4.0,0.75,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S11701,1.0,25.0,66.67,,25.0,7.0,7.0,1.0,Fail,Average Performers,High Risk,1.0,Failing (0-1)
S11702,2.0,50.0,66.67,Medium (50-75%),7.0,3.0,3.0,0.5,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S11703,1.0,25.0,50.0,Medium (50-75%),16.0,6.0,6.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11704,2.0,50.0,100.0,High (>75%),11.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11705,1.6666666666666667,41.67,50.0,Medium (50-75%),24.0,6.0,6.0,0.6666666666666666,Pass,Average Performers,Low Risk,0.0002,Pass (1-2)
S11706,2.5,62.5,50.0,Medium (50-75%),10.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0001,Good (2-3)
S11707,2.0,50.0,100.0,High (>75%),22.0,5.0,5.0,0.6666666666666666,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11708,2.0,50.0,100.0,High (>75%),14.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11709,1.8,45.0,50.0,Medium (50-75%),31.0,9.0,9.0,0.6,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S11710,1.25,31.25,80.0,High (>75%),17.0,5.0,5.0,0.75,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S11711,4.0,100.0,66.67,,17.0,5.0,5.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S11712,1.5,37.5,83.33,High (>75%),5.0,1.0,1.0,0.5,Fail,At-Risk Students,Low Risk,0.0077,Pass (1-2)
S11713,2.0,50.0,66.67,Medium (50-75%),23.0,8.0,8.0,0.6,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11714,2.5,62.5,42.86,Low (<50%),18.0,6.0,6.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S11715,2.0,50.0,66.67,Medium (50-75%),10.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11716,1.6666666666666667,41.67,66.67,Medium (50-75%),29.0,8.0,8.0,0.8333333333333334,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11717,1.5,37.5,50.0,Medium (50-75%),12.0,5.0,5.0,1.0,Fail,Struggling Students,Low Risk,0.028,Pass (1-2)
S11718,4.0,100.0,100.0,High (>75%),21.0,6.0,6.0,1.0,Distinction,Average Performers,Low Risk,0.0,Excellent (3-4)
S11719,1.0,25.0,66.67,Medium (50-75%),5.0,2.0,2.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11720,2.0,50.0,66.67,Medium (50-75%),6.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11721,1.5,37.5,75.0,High (>75%),2.0,1.0,1.0,0.6666666666666666,Fail,At-Risk Students,Low Risk,0.0051,Pass (1-2)
S11722,1.6666666666666667,41.67,66.67,Medium (50-75%),21.0,6.0,6.0,0.8333333333333334,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11723,3.5,87.5,50.0,Medium (50-75%),28.0,6.0,7.0,1.0,Distinction,Average Performers,Low Risk,0.0001,Excellent (3-4)
S11724,0.5,12.5,66.67,,6.0,2.0,2.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11725,1.25,31.25,33.33,Low (<50%),10.0,3.0,3.0,0.5,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S11726,1.2,30.0,66.67,Medium (50-75%),20.0,6.0,6.0,0.8,Fail,Average Performers,High Risk,1.0,Pass (1-2)
S11727,2.3333333333333335,58.33,0.0,Low (<50%),19.0,6.0,6.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S11728,1.5,37.5,50.0,Medium (50-75%),12.0,4.0,4.0,1.0,Fail,Struggling Students,Low Risk,0.0055,Pass (1-2)
S11729,2.0,50.0,33.33,Low (<50%),9.0,3.0,3.0,0.8571428571428571,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S11730,2.0,50.0,100.0,High (>75%),18.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11731,1.0,25.0,50.0,Medium (50-75%),12.0,4.0,4.0,1.0,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S11732,1.0,25.0,33.33,Low (<50%),15.0,4.0,4.0,1.0,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S11733,1.5714285714285714,39.29,100.0,High (>75%),26.0,8.0,8.0,0.8571428571428571,Fail,Average Performers,Low Risk,0.0001,Pass (1-2)
S11734,2.0,50.0,75.0,High (>75%),23.0,7.0,7.0,0.5,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11735,2.0,50.0,75.0,High (>75%),12.0,4.0,4.0,0.75,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11736,3.3333333333333335,83.33,0.0,Low (<50%),15.0,3.0,3.0,1.0,Distinction,Struggling Students,High Risk,1.0,Excellent (3-4)
S11737,3.5,87.5,66.67,Medium (50-75%),11.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S11738,1.5,37.5,33.33,Low (<50%),7.0,2.0,2.0,1.0,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S11739,1.6,40.0,66.67,,11.0,3.0,3.0,0.6,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S11740,2.8,70.0,0.0,Low (<50%),16.0,4.0,4.0,0.8,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S11741,2.5,62.5,60.0,Medium (50-75%),18.0,5.0,5.0,0.75,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S11742,2.2857142857142856,57.14,66.67,,14.0,4.0,4.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11743,2.0,50.0,100.0,High (>75%),17.0,5.0,5.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11744,2.75,68.75,33.33,Low (<50%),39.0,9.0,9.0,1.0,Pass,Average Performers,High Risk,1.0,Good (2-3)
S11745,1.6666666666666667,41.67,75.0,High (>75%),17.0,5.0,5.0,0.6666666666666666,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S11746,2.0,50.0,50.0,Medium (50-75%),22.0,6.0,6.0,0.75,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11747,2.5,62.5,100.0,High (>75%),13.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11748,4.0,100.0,80.0,High (>75%),22.0,6.0,6.0,1.0,Distinction,Average Performers,Low Risk,0.0,Excellent (3-4)
S11749,1.5,37.5,50.0,Medium (50-75%),14.0,4.0,4.0,0.5,Fail,At-Risk Students,Low Risk,0.0095,Pass (1-2)
S11750,1.6666666666666667,41.67,66.67,,14.0,4.0,4.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11751,2.3333333333333335,58.33,100.0,High (>75%),12.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11752,1.6666666666666667,41.67,50.0,Medium (50-75%),14.0,4.0,4.0,0.6666666666666666,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S11753,1.5,37.5,50.0,Medium (50-75%),14.0,4.0,4.0,0.5,Fail,At-Risk Students,Low Risk,0.0095,Pass (1-2)
S11754,1.5,37.5,0.0,Low (<50%),11.0,3.0,3.0,0.5,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S11755,1.5,37.5,50.0,Medium (50-75%),3.0,1.0,1.0,0.75,Fail,Struggling Students,Low Risk,0.0355,Pass (1-2)
S11756,2.0,50.0,100.0,High (>75%),6.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11757,3.111111111111111,77.78,50.0,Medium (50-75%),5.0,2.0,2.0,0.8888888888888888,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S11758,2.0,50.0,80.0,High (>75%),18.0,5.0,5.0,0.8333333333333334,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11759,2.0,50.0,33.33,Low (<50%),10.0,3.0,3.0,0.6,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S11760,2.0,50.0,0.0,Low (<50%),14.0,3.0,3.0,0.5,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S11761,2.6666666666666665,66.67,75.0,High (>75%),13.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11762,3.0,75.0,100.0,High (>75%),13.0,4.0,,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S11763,2.6666666666666665,66.67,100.0,High (>75%),18.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11764,2.25,56.25,66.67,,20.0,6.0,6.0,0.75,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S11765,0.5,12.5,66.67,Medium (50-75%),16.0,6.0,6.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11766,1.25,31.25,50.0,Medium (50-75%),11.0,3.0,3.0,1.0,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S11767,0.5,12.5,100.0,High (>75%),14.0,4.0,4.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11768,2.0,50.0,33.33,Low (<50%),14.0,4.0,4.0,1.0,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S11769,2.75,68.75,33.33,Low (<50%),28.0,6.0,6.0,1.0,Pass,Average Performers,High Risk,1.0,Good (2-3)
S11770,2.0,50.0,50.0,Medium (50-75%),19.0,6.0,6.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11771,2.5,62.5,0.0,Low (<50%),13.0,4.0,4.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S11772,1.75,43.75,50.0,Medium (50-75%),7.0,2.0,2.0,0.75,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S11773,3.0,75.0,50.0,Medium (50-75%),20.0,5.0,5.0,1.0,Distinction,Average Performers,Low Risk,0.0,Good (2-3)
S11774,1.6,40.0,100.0,High (>75%),12.0,4.0,4.0,0.8,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11775,0.6666666666666666,16.67,66.67,,8.0,2.0,2.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11776,2.25,56.25,66.67,,20.0,6.0,6.0,0.75,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S11777,2.0,50.0,100.0,High (>75%),3.0,1.0,1.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11778,2.2,55.0,50.0,Medium (50-75%),12.0,3.0,3.0,0.8,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S11779,0.75,18.75,50.0,Medium (50-75%),13.0,3.0,3.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11780,3.0,75.0,100.0,High (>75%),15.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S11781,1.4285714285714286,35.71,50.0,Medium (50-75%),7.0,2.0,2.0,0.7142857142857143,Fail,Struggling Students,High Risk,0.9769,Pass (1-2)
S11782,2.5,62.5,66.67,Medium (50-75%),14.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11783,2.6666666666666665,66.67,0.0,Low (<50%),14.0,5.0,5.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S11784,2.3333333333333335,58.33,50.0,Medium (50-75%),9.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0001,Good (2-3)
S11785,1.0,25.0,100.0,High (>75%),14.0,4.0,4.0,1.0,Fail,High Achievers,High Risk,1.0,Failing (0-1)
S11786,3.0,75.0,100.0,High (>75%),12.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S11787,3.0,75.0,100.0,High (>75%),9.0,3.0,3.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S11788,0.16666666666666666,4.17,50.0,Medium (50-75%),21.0,6.0,6.0,0.16666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11789,1.2,30.0,100.0,High (>75%),23.0,7.0,7.0,0.6,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S11790,1.5,37.5,75.0,High (>75%),8.0,3.0,3.0,0.6666666666666666,Fail,At-Risk Students,Low Risk,0.0093,Pass (1-2)
S11791,1.5,37.5,50.0,Medium (50-75%),12.0,3.0,3.0,0.5,Fail,At-Risk Students,Low Risk,0.0126,Pass (1-2)
S11792,1.25,31.25,100.0,High (>75%),11.0,3.0,3.0,0.5,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S11793,4.0,100.0,50.0,Medium (50-75%),5.0,1.0,1.0,1.0,Distinction,High Achievers,Low Risk,0.025,Excellent (3-4)
S11794,2.0,50.0,80.0,High (>75%),18.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11795,4.0,100.0,25.0,Low (<50%),19.0,5.0,5.0,1.0,Distinction,Struggling Students,High Risk,1.0,Excellent (3-4)
S11796,1.8571428571428572,46.43,66.67,Medium (50-75%),20.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11797,2.0,50.0,0.0,Low (<50%),13.0,4.0,4.0,0.6666666666666666,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S11798,1.2,30.0,100.0,High (>75%),10.0,2.0,3.0,0.8,Fail,High Achievers,High Risk,1.0,Pass (1-2)
S11799,1.0,25.0,100.0,High (>75%),13.0,4.0,4.0,1.0,Fail,High Achievers,High Risk,1.0,Failing (0-1)
S11800,2.3333333333333335,58.33,100.0,High (>75%),19.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S11801,1.75,43.75,66.67,Medium (50-75%),16.0,4.0,4.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11802,1.0,25.0,25.0,Low (<50%),9.0,2.0,2.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11803,4.0,100.0,50.0,Medium (50-75%),5.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0186,Excellent (3-4)
S11804,3.0,75.0,100.0,High (>75%),14.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S11805,2.0,50.0,50.0,Medium (50-75%),16.0,5.0,5.0,1.0,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S11806,2.0,50.0,33.33,Low (<50%),25.0,6.0,6.0,0.7,Pass,Average Performers,High Risk,1.0,Pass (1-2)
S11807,2.0,50.0,33.33,Low (<50%),11.0,3.0,3.0,1.0,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S11808,1.0,25.0,66.67,Medium (50-75%),15.0,4.0,4.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11809,1.3333333333333333,33.33,33.33,Low (<50%),15.0,4.0,4.0,0.3333333333333333,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S11810,2.0,50.0,0.0,Low (<50%),9.0,3.0,3.0,0.6666666666666666,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S11811,1.2,30.0,100.0,High (>75%),7.0,2.0,2.0,0.6,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S11812,0.5,12.5,33.33,Low (<50%),22.0,7.0,7.0,0.25,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11813,3.0,75.0,50.0,Medium (50-75%),17.0,5.0,5.0,1.0,Distinction,Average Performers,Low Risk,0.0,Good (2-3)
S11814,2.3333333333333335,58.33,100.0,High (>75%),18.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S11815,2.5,62.5,80.0,High (>75%),10.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11816,2.0,50.0,80.0,High (>75%),19.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11817,1.25,31.25,0.0,Low (<50%),5.0,2.0,2.0,0.75,Fail,Struggling Students,High Risk,1.0,Pass (1-2)
S11818,1.75,43.75,66.67,Medium (50-75%),7.0,3.0,3.0,0.75,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11819,2.8333333333333335,70.83,66.67,,14.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11820,2.5,62.5,100.0,High (>75%),11.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11821,1.0,25.0,66.67,Medium (50-75%),5.0,2.0,2.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11822,1.5,37.5,100.0,High (>75%),21.0,5.0,5.0,0.5,Fail,At-Risk Students,Low Risk,0.0044,Pass (1-2)
S11823,1.6666666666666667,41.67,50.0,Medium (50-75%),13.0,4.0,4.0,1.0,Pass,Struggling Students,Low Risk,0.0002,Pass (1-2)
S11824,2.142857142857143,53.57,66.67,Medium (50-75%),9.0,2.0,2.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11825,1.2,30.0,75.0,High (>75%),19.0,6.0,6.0,0.4,Fail,At-Risk Students,High Risk,1.0,Pass (1-2)
S11826,1.75,43.75,100.0,High (>75%),18.0,5.0,5.0,0.75,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11827,2.5,62.5,0.0,Low (<50%),11.0,4.0,4.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S11828,1.0,25.0,50.0,Medium (50-75%),17.0,5.0,5.0,1.0,Fail,Struggling Students,High Risk,1.0,Failing (0-1)
S11829,2.142857142857143,53.57,100.0,High (>75%),18.0,6.0,6.0,0.8571428571428571,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S11830,1.0,25.0,50.0,Medium (50-75%),16.0,4.0,4.0,0.6666666666666666,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11831,2.0,50.0,100.0,High (>75%),5.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11832,1.4,35.0,100.0,High (>75%),8.0,2.0,2.0,0.4,Fail,At-Risk Students,High Risk,0.9985,Pass (1-2)
S11833,2.6666666666666665,66.67,100.0,High (>75%),22.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S11834,1.0,25.0,100.0,High (>75%),9.0,4.0,4.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11835,1.75,43.75,100.0,High (>75%),17.0,6.0,6.0,0.5,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S11836,2.0,50.0,100.0,High (>75%),18.0,5.0,5.0,0.8888888888888888,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11837,3.142857142857143,78.57,100.0,High (>75%),10.0,2.0,2.0,0.8571428571428571,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S11838,3.0,75.0,75.0,High (>75%),17.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S11839,0.0,0.0,50.0,Medium (50-75%),10.0,3.0,3.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S11840,4.0,100.0,83.33,High (>75%),11.0,4.0,4.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S11841,3.0,75.0,0.0,Low (<50%),9.0,4.0,4.0,1.0,Distinction,Struggling Students,High Risk,1.0,Good (2-3)
S11842,2.1666666666666665,54.17,33.33,Low (<50%),10.0,3.0,3.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S11843,2.2857142857142856,57.14,100.0,High (>75%),9.0,2.0,2.0,0.8571428571428571,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11844,2.888888888888889,72.22,0.0,Low (<50%),11.0,3.0,3.0,1.0,Pass,Struggling Students,High Risk,1.0,Good (2-3)
S11845,4.0,100.0,0.0,Low (<50%),13.0,4.0,,1.0,Distinction,Struggling Students,High Risk,1.0,Excellent (3-4)
S11846,1.2,30.0,100.0,High (>75%),6.0,2.0,2.0,1.0,Fail,High Achievers,High Risk,1.0,Pass (1-2)
S11847,1.7142857142857142,42.86,50.0,Medium (50-75%),17.0,5.0,5.0,0.7142857142857143,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S11848,2.4,60.0,50.0,Medium (50-75%),16.0,4.0,4.0,0.8,Pass,Struggling Students,Low Risk,0.0,Good (2-3)
S11849,3.0,75.0,0.0,Low (<50%),10.0,3.0,3.0,1.0,Distinction,Struggling Students,High Risk,1.0,Good (2-3)
S11850,2.0,50.0,66.67,,14.0,3.0,3.0,0.8333333333333334,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11851,2.4,60.0,100.0,High (>75%),12.0,3.0,3.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11852,1.6666666666666667,41.67,33.33,Low (<50%),15.0,5.0,5.0,0.6666666666666666,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S11853,0.0,0.0,50.0,Medium (50-75%),9.0,3.0,3.0,0.0,Fail,At-Risk Students,High Risk,1.0,
S11854,1.6,40.0,100.0,High (>75%),16.0,5.0,5.0,0.8,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11855,2.2,55.0,100.0,High (>75%),16.0,4.0,4.0,0.8,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11856,2.0,50.0,100.0,High (>75%),19.0,5.0,5.0,0.75,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11857,2.142857142857143,53.57,44.44,Low (<50%),12.0,3.0,3.0,0.8571428571428571,Pass,Struggling Students,High Risk,0.9989,Good (2-3)
S11858,3.0,75.0,100.0,High (>75%),5.0,1.0,1.0,1.0,Distinction,High Achievers,Low Risk,0.0,Good (2-3)
S11859,2.5,62.5,100.0,High (>75%),15.0,4.0,4.0,0.75,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11860,2.0,50.0,60.0,Medium (50-75%),20.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0,Pass (1-2)
S11861,1.5,37.5,100.0,High (>75%),13.0,4.0,4.0,1.0,Fail,High Achievers,Low Risk,0.0082,Pass (1-2)
S11862,2.5,62.5,33.33,Low (<50%),23.0,6.0,6.0,1.0,Pass,Average Performers,High Risk,1.0,Good (2-3)
S11863,1.0,25.0,100.0,High (>75%),17.0,5.0,5.0,1.0,Fail,Average Performers,High Risk,1.0,Failing (0-1)
S11864,2.0,50.0,50.0,Medium (50-75%),19.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
S11865,1.6,40.0,100.0,High (>75%),8.0,3.0,3.0,0.8,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11866,1.3333333333333333,33.33,100.0,High (>75%),13.0,3.0,3.0,1.0,Fail,High Achievers,High Risk,1.0,Pass (1-2)
S11867,1.4,35.0,66.67,,13.0,3.0,3.0,0.6,Fail,At-Risk Students,High Risk,0.9982,Pass (1-2)
S11868,1.25,31.25,100.0,High (>75%),10.0,3.0,3.0,1.0,Fail,High Achievers,High Risk,1.0,Pass (1-2)
S11869,1.0,25.0,75.0,High (>75%),3.0,1.0,1.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11870,2.6666666666666665,66.67,66.67,Medium (50-75%),20.0,5.0,5.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S11871,2.0,50.0,75.0,High (>75%),15.0,4.0,4.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11872,2.75,68.75,100.0,High (>75%),8.0,2.0,2.0,1.0,Pass,High Achievers,Low Risk,0.0,Good (2-3)
S11873,1.6666666666666667,41.67,0.0,Low (<50%),9.0,2.0,2.0,0.8333333333333334,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S11874,3.5,87.5,66.67,,10.0,2.0,2.0,1.0,Distinction,High Achievers,Low Risk,0.0,Excellent (3-4)
S11875,2.7142857142857144,67.86,75.0,High (>75%),29.0,8.0,8.0,1.0,Pass,Average Performers,Low Risk,0.0,Good (2-3)
S11876,2.0,50.0,0.0,Low (<50%),22.0,5.0,5.0,0.6666666666666666,Pass,Struggling Students,High Risk,1.0,Pass (1-2)
S11877,1.8,45.0,50.0,Medium (50-75%),10.0,3.0,3.0,0.6,Pass,Struggling Students,Low Risk,0.0001,Pass (1-2)
S11878,2.0,50.0,60.0,Medium (50-75%),13.0,5.0,5.0,1.0,Pass,High Achievers,Low Risk,0.0,Pass (1-2)
S11879,1.75,43.75,75.0,High (>75%),22.0,6.0,6.0,0.5,Pass,At-Risk Students,Low Risk,0.0,Pass (1-2)
S11880,1.0,25.0,60.0,Medium (50-75%),14.0,4.0,4.0,0.5,Fail,At-Risk Students,High Risk,1.0,Failing (0-1)
S11881,2.0,50.0,50.0,Medium (50-75%),22.0,6.0,6.0,1.0,Pass,Average Performers,Low Risk,0.0001,Pass (1-2)
