student_id,Attendance_Pct,Attendance_Level,Overall_GPA,Academic_Result,Dropout_Risk,Att_Bucket
S10879,40.0,Low (<50%),1.2857142857142858,Fail,High Risk,25-50%
S10880,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S10881,75.0,High (>75%),1.75,Pass,Low Risk,50-75%
S10882,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S10883,0.0,Low (<50%),1.8,Pass,High Risk,
S10884,100.0,High (>75%),1.8571428571428572,Pass,Low Risk,75-100%
S10886,83.33,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S10887,33.33,Low (<50%),1.25,Fail,High Risk,25-50%
S10888,50.0,Medium (50-75%),2.142857142857143,Pass,Low Risk,25-50%
S10889,33.33,Low (<50%),2.5,Pass,High Risk,25-50%
S10890,40.0,Low (<50%),2.6666666666666665,Pass,High Risk,25-50%
S10891,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10892,0.0,Low (<50%),0.3333333333333333,Fail,High Risk,
S10894,0.0,Low (<50%),3.5,Distinction,High Risk,
S10895,80.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S10896,75.0,High (>75%),1.3333333333333333,Fail,High Risk,50-75%
S10897,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S10898,66.67,Medium (50-75%),2.2,Pass,Low Risk,50-75%
S10899,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S10900,50.0,Medium (50-75%),1.75,Pass,Low Risk,25-50%
S10901,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10902,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10903,77.78,High (>75%),4.0,Distinction,Low Risk,75-100%
S10904,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10905,75.0,High (>75%),1.4285714285714286,Fail,High Risk,50-75%
S10906,66.67,Medium (50-75%),1.3333333333333333,Fail,High Risk,50-75%
S10907,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10908,100.0,High (>75%),1.6,Pass,Low Risk,75-100%
S10909,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S10910,0.0,Low (<50%),0.6666666666666666,Fail,High Risk,
S10911,0.0,Low (<50%),4.0,Distinction,High Risk,
S10912,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S10913,50.0,Medium (50-75%),0.3333333333333333,Fail,High Risk,25-50%
S10914,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10915,50.0,Medium (50-75%),2.75,Pass,Low Risk,25-50%
S10916,50.0,Medium (50-75%),2.8333333333333335,Pass,Low Risk,25-50%
S10917,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10918,83.33,High (>75%),1.6,Pass,Low Risk,75-100%
S10920,83.33,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S10921,0.0,Low (<50%),2.8,Pass,High Risk,
S10922,50.0,Medium (50-75%),4.0,Distinction,Low Risk,25-50%
S10923,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S10924,50.0,Medium (50-75%),1.4,Fail,High Risk,25-50%
S10925,0.0,Low (<50%),2.5,Pass,High Risk,
S10927,0.0,Low (<50%),2.4,Pass,High Risk,
S10928,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S10929,33.33,Low (<50%),1.5,Fail,High Risk,25-50%
S10930,50.0,Medium (50-75%),2.75,Pass,Low Risk,25-50%
S10931,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10932,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S10933,100.0,High (>75%),2.4,Pass,Low Risk,75-100%
S10934,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S10935,50.0,Medium (50-75%),2.125,Pass,Low Risk,25-50%
S10936,0.0,Low (<50%),0.0,Fail,High Risk,
S10937,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10938,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S10939,66.67,Medium (50-75%),1.6666666666666667,Pass,Low Risk,50-75%
S10940,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S10941,50.0,Medium (50-75%),2.4,Pass,Low Risk,25-50%
S10942,100.0,High (>75%),3.6666666666666665,Distinction,Low Risk,75-100%
S10943,100.0,High (>75%),0.6666666666666666,Fail,High Risk,75-100%
S10944,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S10945,66.67,Medium (50-75%),2.125,Pass,Low Risk,50-75%
S10946,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10947,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10949,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10950,100.0,High (>75%),1.2,Fail,High Risk,75-100%
S10951,0.0,Low (<50%),1.5,Fail,High Risk,
S10952,0.0,Low (<50%),1.0,Fail,High Risk,
S10953,50.0,Medium (50-75%),0.5,Fail,High Risk,25-50%
S10954,33.33,Low (<50%),3.0,Distinction,High Risk,25-50%
S10955,100.0,High (>75%),1.25,Fail,High Risk,75-100%
S10956,100.0,High (>75%),2.2,Pass,Low Risk,75-100%
S10957,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S10958,66.67,Medium (50-75%),1.0,Fail,High Risk,50-75%
S10959,80.0,High (>75%),1.75,Pass,Low Risk,75-100%
S10960,25.0,Low (<50%),3.0,Distinction,High Risk,0-25%
S10961,60.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,50-75%
S10962,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10963,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S10964,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10965,75.0,High (>75%),3.0,Distinction,Low Risk,50-75%
S10966,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S10967,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S10969,25.0,Low (<50%),2.5,Pass,High Risk,0-25%
S10970,100.0,High (>75%),0.6666666666666666,Fail,High Risk,75-100%
S10971,0.0,Low (<50%),1.6666666666666667,Pass,High Risk,
S10972,50.0,Medium (50-75%),2.75,Pass,Low Risk,25-50%
S10973,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S10974,66.67,Medium (50-75%),0.0,Fail,High Risk,50-75%
S10976,50.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,25-50%
S10977,66.67,Medium (50-75%),0.25,Fail,High Risk,50-75%
S10978,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S10979,66.67,Medium (50-75%),2.75,Pass,Low Risk,50-75%
S10980,75.0,High (>75%),2.6,Pass,Low Risk,50-75%
S10981,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S10982,55.56,Medium (50-75%),1.9090909090909092,Pass,Low Risk,50-75%
S10983,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S10984,100.0,High (>75%),2.142857142857143,Pass,Low Risk,75-100%
S10985,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S10986,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S10987,25.0,Low (<50%),2.4,Pass,High Risk,0-25%
S10988,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S10989,50.0,Medium (50-75%),3.5,Distinction,Low Risk,25-50%
S10990,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S10992,50.0,Medium (50-75%),2.6,Pass,Low Risk,25-50%
S10993,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S10994,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S10995,70.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,50-75%
S10996,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S10997,40.0,Low (<50%),1.6666666666666667,Pass,High Risk,25-50%
S10998,100.0,High (>75%),1.6,Pass,Low Risk,75-100%
S10999,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S11000,66.67,Medium (50-75%),1.3333333333333333,Fail,High Risk,50-75%
S11001,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S11002,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S11003,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11004,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S11005,50.0,Medium (50-75%),2.75,Pass,Low Risk,25-50%
S11006,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S11007,20.0,Low (<50%),1.5,Fail,High Risk,0-25%
S11008,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11009,50.0,Medium (50-75%),0.6,Fail,High Risk,25-50%
S11010,66.67,Medium (50-75%),1.3333333333333333,Fail,High Risk,50-75%
S11011,50.0,Medium (50-75%),3.1666666666666665,Distinction,Low Risk,25-50%
S11012,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S11013,66.67,Medium (50-75%),0.0,Fail,High Risk,50-75%
S11014,71.43,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S11015,66.67,Medium (50-75%),1.8333333333333333,Pass,Low Risk,50-75%
S11016,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S11017,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S11019,100.0,High (>75%),2.375,Pass,Low Risk,75-100%
S11020,0.0,Low (<50%),1.6666666666666667,Pass,High Risk,
S11021,50.0,Medium (50-75%),1.4,Fail,High Risk,25-50%
S11022,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S11023,0.0,Low (<50%),2.75,Pass,High Risk,
S11024,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S11025,0.0,Low (<50%),2.0,Pass,High Risk,
S11026,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S11027,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S11028,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S11029,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11031,100.0,High (>75%),2.8,Pass,Low Risk,75-100%
S11032,50.0,Medium (50-75%),0.5,Fail,High Risk,25-50%
S11033,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S11034,50.0,Medium (50-75%),1.25,Fail,High Risk,25-50%
S11035,80.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11036,50.0,Medium (50-75%),3.6666666666666665,Distinction,Low Risk,25-50%
S11037,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11038,50.0,Medium (50-75%),2.4,Pass,Low Risk,25-50%
S11039,0.0,Low (<50%),2.3333333333333335,Pass,High Risk,
S11040,75.0,High (>75%),1.4,Fail,High Risk,50-75%
S11041,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S11042,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S11043,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S11044,25.0,Low (<50%),3.0,Distinction,High Risk,0-25%
S11046,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S11047,66.67,Medium (50-75%),0.6666666666666666,Fail,High Risk,50-75%
S11048,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S11049,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S11050,100.0,High (>75%),0.8,Fail,High Risk,75-100%
S11051,25.0,Low (<50%),2.6666666666666665,Pass,High Risk,0-25%
S11052,50.0,Medium (50-75%),2.142857142857143,Pass,Low Risk,25-50%
S11053,0.0,Low (<50%),1.6666666666666667,Pass,High Risk,
S11054,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11055,0.0,Low (<50%),0.5,Fail,High Risk,
S11056,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S11057,66.67,Medium (50-75%),4.0,Distinction,Low Risk,50-75%
S11058,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S11059,60.0,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S11060,83.33,High (>75%),3.0,Distinction,Low Risk,75-100%
S11061,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S11062,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S11063,50.0,Medium (50-75%),1.0,Fail,High Risk,25-50%
S11065,33.33,Low (<50%),2.6666666666666665,Pass,High Risk,25-50%
S11066,33.33,Low (<50%),1.75,Pass,High Risk,25-50%
S11067,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S11068,33.33,Low (<50%),3.6666666666666665,Distinction,High Risk,25-50%
S11069,80.0,High (>75%),1.5,Fail,Low Risk,75-100%
S11070,0.0,Low (<50%),2.4,Pass,High Risk,
S11071,50.0,Medium (50-75%),1.2,Fail,High Risk,25-50%
S11072,25.0,Low (<50%),1.3333333333333333,Fail,High Risk,0-25%
S11073,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S11074,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S11075,50.0,Medium (50-75%),3.1666666666666665,Distinction,Low Risk,25-50%
S11076,33.33,Low (<50%),1.5,Fail,High Risk,25-50%
S11077,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S11078,80.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11079,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11080,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S11081,80.0,High (>75%),1.7142857142857142,Pass,Low Risk,75-100%
S11082,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11083,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S11084,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11085,100.0,High (>75%),2.4285714285714284,Pass,Low Risk,75-100%
S11086,0.0,Low (<50%),2.0,Pass,High Risk,
S11087,75.0,High (>75%),1.6,Pass,Low Risk,50-75%
S11088,0.0,Low (<50%),3.5,Distinction,High Risk,
S11089,0.0,Low (<50%),1.0,Fail,High Risk,
S11090,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S11091,42.86,Low (<50%),2.2,Pass,High Risk,25-50%
S11092,66.67,Medium (50-75%),3.25,Distinction,Low Risk,50-75%
S11093,20.0,Low (<50%),3.0,Distinction,High Risk,0-25%
S11094,25.0,Low (<50%),2.0,Pass,High Risk,0-25%
S11095,66.67,Medium (50-75%),2.6,Pass,Low Risk,50-75%
S11096,100.0,High (>75%),3.3333333333333335,Distinction,Low Risk,75-100%
S11097,100.0,High (>75%),1.6,Pass,Low Risk,75-100%
S11098,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S11099,0.0,Low (<50%),2.0,Pass,High Risk,
S11100,33.33,Low (<50%),1.2,Fail,High Risk,25-50%
S11101,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S11102,25.0,Low (<50%),2.3333333333333335,Pass,High Risk,0-25%
S11103,60.0,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S11104,80.0,High (>75%),3.5,Distinction,Low Risk,75-100%
S11105,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S11106,100.0,High (>75%),4.0,Distinction,Low Risk,75-100%
S11107,60.0,Medium (50-75%),2.3333333333333335,Pass,Low Risk,50-75%
S11108,0.0,Low (<50%),1.25,Fail,High Risk,
S11109,100.0,High (>75%),2.75,Pass,Low Risk,75-100%
S11110,50.0,Medium (50-75%),1.6,Pass,Low Risk,25-50%
S11111,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S11112,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S11113,100.0,High (>75%),3.3333333333333335,Distinction,Low Risk,75-100%
S11114,50.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,25-50%
S11115,0.0,Low (<50%),3.2,Distinction,High Risk,
S11116,25.0,Low (<50%),1.0,Fail,High Risk,0-25%
S11117,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11118,100.0,High (>75%),1.8571428571428572,Pass,Low Risk,75-100%
S11119,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11120,83.33,High (>75%),0.0,Fail,High Risk,75-100%
S11121,40.0,Low (<50%),3.0,Distinction,High Risk,25-50%
S11122,33.33,Low (<50%),1.5,Fail,High Risk,25-50%
S11124,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S11125,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S11126,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11127,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S11128,50.0,Medium (50-75%),1.1428571428571428,Fail,High Risk,25-50%
S11129,25.0,Low (<50%),0.5,Fail,High Risk,0-25%
S11130,0.0,Low (<50%),2.5,Pass,High Risk,
S11131,0.0,Low (<50%),1.0,Fail,High Risk,
S11132,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S11133,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S11134,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S11135,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S11136,50.0,Medium (50-75%),3.5,Distinction,Low Risk,25-50%
S11137,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S11138,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11139,100.0,High (>75%),2.6,Pass,Low Risk,75-100%
S11140,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S11141,50.0,Medium (50-75%),1.25,Fail,High Risk,25-50%
S11142,85.71,High (>75%),2.5,Pass,Low Risk,75-100%
S11143,75.0,High (>75%),1.6666666666666667,Pass,Low Risk,50-75%
S11144,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S11145,75.0,High (>75%),1.1666666666666667,Fail,High Risk,50-75%
S11146,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S11147,80.0,High (>75%),2.25,Pass,Low Risk,75-100%
S11148,25.0,Low (<50%),3.0,Distinction,High Risk,0-25%
S11149,75.0,High (>75%),1.25,Fail,High Risk,50-75%
S11150,42.86,Low (<50%),1.4,Fail,High Risk,25-50%
S11151,100.0,High (>75%),1.3333333333333333,Fail,High Risk,75-100%
S11152,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S11153,100.0,High (>75%),2.2,Pass,Low Risk,75-100%
S11154,100.0,High (>75%),2.6666666666666665,Pass,Low Risk,75-100%
S11155,50.0,Medium (50-75%),2.5833333333333335,Pass,Low Risk,25-50%
S11156,100.0,High (>75%),3.3333333333333335,Distinction,Low Risk,75-100%
S11157,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S11158,100.0,High (>75%),2.2857142857142856,Pass,Low Risk,75-100%
S11159,0.0,Low (<50%),0.6666666666666666,Fail,High Risk,
S11160,100.0,High (>75%),1.2,Fail,High Risk,75-100%
S11161,100.0,High (>75%),2.2857142857142856,Pass,Low Risk,75-100%
S11162,40.0,Low (<50%),2.6,Pass,High Risk,25-50%
S11163,50.0,Medium (50-75%),1.5,Fail,Low Risk,25-50%
S11164,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11165,75.0,High (>75%),1.75,Pass,Low Risk,50-75%
S11166,71.43,Medium (50-75%),4.0,Distinction,Low Risk,50-75%
S11167,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11168,100.0,High (>75%),1.8,Pass,Low Risk,75-100%
S11169,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S11170,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11171,33.33,Low (<50%),3.0,Distinction,High Risk,25-50%
S11172,0.0,Low (<50%),0.5,Fail,High Risk,
S11173,100.0,High (>75%),2.3333333333333335,Pass,Low Risk,75-100%
S11174,100.0,High (>75%),2.6,Pass,Low Risk,75-100%
S11175,50.0,Medium (50-75%),2.2,Pass,Low Risk,25-50%
S11176,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S11177,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S11178,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S11179,25.0,Low (<50%),1.2857142857142858,Fail,High Risk,0-25%
S11180,100.0,High (>75%),0.0,Fail,High Risk,75-100%
S11181,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S11182,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S11183,100.0,High (>75%),0.6666666666666666,Fail,High Risk,75-100%
S11184,60.0,Medium (50-75%),1.5,Fail,Low Risk,50-75%
S11185,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11186,50.0,Medium (50-75%),1.6,Pass,Low Risk,25-50%
S11187,100.0,High (>75%),3.5,Distinction,Low Risk,75-100%
S11188,0.0,Low (<50%),2.0,Pass,High Risk,
S11189,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11190,50.0,Medium (50-75%),2.6,Pass,Low Risk,25-50%
S11191,50.0,Medium (50-75%),2.5,Pass,Low Risk,25-50%
S11192,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S11193,66.67,Medium (50-75%),1.7142857142857142,Pass,Low Risk,50-75%
S11194,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S11195,50.0,Medium (50-75%),0.0,Fail,High Risk,25-50%
S11196,75.0,High (>75%),1.625,Pass,Low Risk,50-75%
S11197,80.0,High (>75%),0.0,Fail,High Risk,75-100%
S11198,50.0,Medium (50-75%),4.0,Distinction,Low Risk,25-50%
S11199,100.0,High (>75%),1.6666666666666667,Pass,Low Risk,75-100%
S11200,100.0,High (>75%),0.5,Fail,High Risk,75-100%
S11201,57.14,Medium (50-75%),1.8,Pass,Low Risk,50-75%
S11202,33.33,Low (<50%),2.3333333333333335,Pass,High Risk,25-50%
S11203,100.0,High (>75%),1.1666666666666667,Fail,High Risk,75-100%
S11204,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S11205,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11206,50.0,Medium (50-75%),0.5,Fail,High Risk,25-50%
S11207,75.0,High (>75%),1.2,Fail,High Risk,50-75%
S11208,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S11209,50.0,Medium (50-75%),1.8333333333333333,Pass,Low Risk,25-50%
S11210,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11211,60.0,Medium (50-75%),1.2,Fail,High Risk,50-75%
S11212,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S11213,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S11214,50.0,Medium (50-75%),2.0,Pass,Low Risk,25-50%
S11215,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S11216,40.0,Low (<50%),2.3333333333333335,Pass,High Risk,25-50%
S11217,0.0,Low (<50%),1.6,Pass,High Risk,
S11219,75.0,High (>75%),1.5,Fail,Low Risk,50-75%
S11220,66.67,Medium (50-75%),1.0,Fail,High Risk,50-75%
S11221,40.0,Low (<50%),1.6666666666666667,Pass,High Risk,25-50%
S11222,100.0,High (>75%),1.2857142857142858,Fail,High Risk,75-100%
S11223,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11224,60.0,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S11225,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11226,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S11227,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S11229,80.0,High (>75%),2.2,Pass,Low Risk,75-100%
S11230,0.0,Low (<50%),2.6666666666666665,Pass,High Risk,
S11231,100.0,High (>75%),2.8,Pass,Low Risk,75-100%
S11232,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11233,40.0,Low (<50%),1.75,Pass,High Risk,25-50%
S11235,100.0,High (>75%),2.142857142857143,Pass,Low Risk,75-100%
S11236,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S11237,100.0,High (>75%),1.75,Pass,Low Risk,75-100%
S11238,50.0,Medium (50-75%),1.6666666666666667,Pass,Low Risk,25-50%
S11239,0.0,Low (<50%),2.25,Pass,High Risk,
S11240,33.33,Low (<50%),3.5,Distinction,High Risk,25-50%
S11241,66.67,Medium (50-75%),2.7142857142857144,Pass,Low Risk,50-75%
S11242,50.0,Medium (50-75%),2.6666666666666665,Pass,Low Risk,25-50%
S11243,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S11244,75.0,High (>75%),2.3333333333333335,Pass,Low Risk,50-75%
S11245,50.0,Medium (50-75%),2.75,Pass,Low Risk,25-50%
S11246,83.33,High (>75%),2.0,Pass,Low Risk,75-100%
S11247,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11248,50.0,Medium (50-75%),1.75,Pass,Low Risk,25-50%
S11249,100.0,High (>75%),2.4,Pass,Low Risk,75-100%
S11250,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S11251,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S11252,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S11253,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S11254,66.67,Medium (50-75%),2.5,Pass,Low Risk,50-75%
S11256,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S11257,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S11258,33.33,Low (<50%),1.4285714285714286,Fail,High Risk,25-50%
S11259,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11260,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S11261,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11262,50.0,Medium (50-75%),0.6,Fail,High Risk,25-50%
S11263,75.0,High (>75%),1.5,Fail,Low Risk,50-75%
S11264,0.0,Low (<50%),2.5,Pass,High Risk,
S11265,75.0,High (>75%),1.0,Fail,High Risk,50-75%
S11266,100.0,High (>75%),3.0,Distinction,Low Risk,75-100%
S11267,0.0,Low (<50%),3.0,Distinction,High Risk,
S11268,50.0,Medium (50-75%),1.75,Pass,Low Risk,25-50%
S11269,100.0,High (>75%),2.25,Pass,Low Risk,75-100%
S11270,80.0,High (>75%),0.0,Fail,High Risk,75-100%
S11271,50.0,Medium (50-75%),4.0,Distinction,Low Risk,25-50%
S11272,50.0,Medium (50-75%),1.8,Pass,Low Risk,25-50%
S11273,100.0,High (>75%),1.0,Fail,High Risk,75-100%
S11274,100.0,High (>75%),3.1666666666666665,Distinction,Low Risk,75-100%
S11275,66.67,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S11276,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S11277,75.0,High (>75%),1.2857142857142858,Fail,High Risk,50-75%
S11278,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S11279,50.0,Medium (50-75%),2.1666666666666665,Pass,Low Risk,25-50%
S11280,75.0,High (>75%),2.0,Pass,Low Risk,50-75%
S11281,100.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11282,100.0,High (>75%),1.5,Fail,Low Risk,75-100%
S11283,80.0,High (>75%),2.0,Pass,Low Risk,75-100%
S11284,100.0,High (>75%),2.5,Pass,Low Risk,75-100%
S11285,85.71,High (>75%),2.5,Pass,Low Risk,75-100%
S11286,66.67,Medium (50-75%),3.0,Distinction,Low Risk,50-75%
S11287,66.67,Medium (50-75%),1.3333333333333333,Fail,High Risk,50-75%
S11288,60.0,Medium (50-75%),2.0,Pass,Low Risk,50-75%
S11289,100.0,High (>75%),3.2857142857142856,Distinction,Low Risk,75-100%
S11290,50.0,Medium (50-75%),3.0,Distinction,Low Risk,25-50%
S11291,60.0,Medium (50-75%),0.5,Fail,High Risk,50-75%
S11292,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S11293,33.33,Low (<50%),2.0,Pass,High Risk,25-50%
S11294,60.0,Medium (50-75%),1.3333333333333333,Fail,High Risk,50-75%
